ID,abc_sum_tonne_km2_2010,ID,bgc_sum_tonne_km2_2010,ID,abc_sum_tonne_km2_2050,ID,bgc_sum_tonne_km2_2050,ID,soc_sum,Name,abc_sum_tonne_km2_difference,abc_sum_tonne_km2_difference_annual,bgc_sum_tonne_km2_difference_annual
428,31230090.3183899,428,36138813.3770585,428,0,428,0,428,12482510.8100586,Bloco B Kambaco,31230090.3183899,780752.257959747,903470.334426463
429,62269224.1441345,429,71293217.3330426,429,0,429,0,429,24170597.7316895,Bloco C Luwiri,62269224.1441345,1556730.60360336,1782330.43332607
430,85259551.2543945,430,35444971.4021564,430,0,430,0,430,19530839.2805176,Bloco D2 Dr. Read,85259551.2543945,2131488.78135986,886124.285053909
431,70411918.9950562,431,58755118.8475668,431,28099528.4005308,431,22055378.4702063,431,22055174.0512695,Bloco E Niassa Hunter,42312390.5945253,1057809.76486313,917493.509434015
432,18317740.0786133,432,15992330.776298,432,0,432,0,432,4936064.31884766,Mwambesi,18317740.0786133,457943.501965332,399808.269407451
433,13088666.0063477,433,6490978.0652523,433,0,433,0,433,2189337.10693359,Sasawara,13088666.0063477,327216.650158691,162274.451631308
434,114297818.801514,434,46683348.6708164,434,99028309.722168,434,40727215.1922607,434,19660051.2729492,Luangwa,15269509.0793457,381737.726983643,148903.336963892
435,79865049.5405273,435,43230215.6242788,435,80516193.8474121,435,48444480.4792175,435,21264075.029541,Luangwa,-651144.306884766,-16278.6076721191,-130356.621373469
436,16979487.7519531,436,11918098.8644481,436,12536994.8081055,436,8689790.644104,436,4357722.87841797,Lundazi,4442492.94384766,111062.323596191,80707.7055086017
437,71223677.7505798,437,57229686.5892291,437,69090459.0457764,437,55453346.4871826,437,25337002.5297852,Lumimba,2133218.70480347,53330.4676200867,44408.5025511622
438,90158913.6164551,438,51014742.3399329,438,75889299.8547363,438,44929796.265686,438,24320236.3269043,North Luangwa,14269613.7617188,356740.344042969,152123.651856172
439,56918708.1755981,439,42590231.7091405,439,64869293.2348633,439,49989719.243103,439,18539722.4243164,Lupande,-7950585.05926514,-198764.626481628,-184987.188349062
440,29414955.4957275,440,21892804.6590745,440,30203172.8792725,440,22986643.12146,440,7211485.23828125,Sandwe,-788217.383544922,-19705.434588623,-27345.9615596354
441,308937641.848907,441,226753725.031418,441,259062701.588364,441,194389514.251137,441,77590009.1818848,Musalangu,49874940.2605438,1246873.5065136,809105.269507021
442,167442572.738495,442,91439184.5657349,442,168420321.167358,442,97439509.2119141,442,48413171.1496582,South Luangwa,-977748.428863525,-24443.7107215881,-150008.11615448
443,57922946.9108887,443,27906800.4719615,443,15037155.9942017,443,8118830.48266602,443,8668535.09375,Chibwika-Ntambu,42885790.916687,1072144.77291718,494699.249732387
444,4349673.82336426,444,4375317.15478897,444,4837016.44125366,444,4911332.80303955,444,1859993.19213867,Luambe,-487342.617889404,-12183.5654472351,-13400.3912062645
445,46738984.2539062,445,31965698.5332429,445,34052481.5863037,445,23127817.9265747,445,12821946.2885742,Lukusuzi,12686502.6676025,317162.566690063,220947.015166706
446,3997818.42297363,446,5135613.8104558,446,628044.220947266,446,708948.506523132,446,1511245.44433594,Chapoto Wildlife Management Area,3369774.20202637,84244.3550506592,110666.632598317
447,529427.450195312,447,767384.990638494,447,228077.60256958,447,212965.680358887,447,394112.599609375,Nabiri A Wildlife Management Area,301349.847625732,7533.74619064331,13860.4827569902
448,14242223.3831177,448,18564934.4037294,448,3119492.40724945,448,4712845.68843842,448,7389692.25195312,Matusadona,11122730.9758682,278068.274396706,346302.217882276
449,7850184.74023438,449,2962123.1577456,449,7767291.02099609,449,2931910.31738281,449,1099476.13134766,Forest Reserve Name Unknown (ZMB) No.64,82893.7192382812,2072.34298095703,755.321009069681
450,5991948.76123047,450,3533686.73950434,450,4270811.59277344,450,2513850.29345703,450,1208743.01049805,Forest Reserve Name Unknown (ZMB) No.79,1721137.16845703,43028.4292114258,25495.9111511827
451,16072719.425293,451,6400546.19056582,451,8747534.93347168,451,3516645.54425049,451,2145275.27490234,Kabanga,7325184.49182129,183129.612295532,72097.5161578834
452,112713746.769287,452,93012297.7904201,452,14311564.1087646,452,11406031.1842976,452,28720399.3952637,Luano,98402182.6605225,2460054.56651306,2040156.66515306
453,5612441.97705078,453,9879227.81688571,453,1998034.00616455,453,3446919.96364594,453,1730262.87304688,Kanyurira,3614407.97088623,90360.1992721558,160807.696330994
454,42369729.1137695,454,16030607.8248739,454,33542156.9686279,454,12622133.4801025,454,5708935.61962891,Luena,8827572.1451416,220689.30362854,85211.8586192846
455,229474981.069092,455,86934923.1252611,455,170089576.660461,455,65833559.6278076,455,29205538.0275879,East Lunga,59385404.4086304,1484635.11021576,527534.087436336
456,91723.9765625,456,83912.9429638386,456,30960.0148925781,456,28577.8129272461,456,70088.5063476562,Ila (Zambia),60763.9616699219,1519.09904174805,1383.37825091481
457,291928293.573975,457,140938611.945796,457,190978385.125061,457,96972968.7932892,457,45642876.6328125,Kasanga,100949908.448914,2523747.71122284,1099141.07881267
458,46075753.7818604,458,67905082.0280552,458,32816090.369812,458,47174403.8626556,458,15876375.3486328,Hurungwe,13259663.4120483,331491.585301208,518266.954134989
459,24678736.1541138,459,37679143.7038541,459,9824352.41639709,459,14910964.7948074,459,10881051.0380859,Charara,14854383.7377167,371359.593442917,569204.472726166
460,21086624.6538086,460,33122734.0613663,460,16615142.3762817,460,27535862.3633423,460,5258850.50048828,Sapi,4471482.27752686,111787.056938171,139671.792450601
461,7575220.25952148,461,11667226.7996907,461,497170.16746521,461,811404.463226318,461,2536278.72094727,Dande,7078050.09205627,176951.252301407,271395.55841161
462,51239221.4707031,462,71718375.5712032,462,26395668.756546,462,38083851.4751968,462,19561171.0690918,Chewore,24843552.7141571,621088.817853928,840863.10240016
463,35054724.5546875,463,49220029.4634342,463,41342536.4702148,463,57860528.2030029,463,9392881.35620117,Mana Pools,-6287811.91552734,-157195.297888184,-216012.468489218
464,49178869.9711914,464,42111647.3314166,464,37958001.7450562,464,34074336.180542,464,14078757.8654785,Namwala,11220868.2261353,280521.705653381,200932.778771865
465,110575106.994263,465,72307516.8888807,465,28473285.4357786,465,17092798.8007078,465,26812768.5595703,Lower Zambezi,82101821.5584841,2052545.5389621,1380367.95220432
466,205402228.126953,466,121475679.162323,466,154150419.372559,466,85962274.0284271,466,36137060.6943359,Kasonso-Busanga,51251808.7543945,1281295.21885986,887835.128347409
467,49803808.7067871,467,25476025.5407572,467,44613669.6533203,467,23447150.1077881,467,10324742.7099609,Chiawa,5190139.0534668,129753.47633667,50721.8858242273
468,72992138.0812988,468,52751454.5348108,468,9770838.19065094,468,7530458.20770264,468,18146648.7661133,Rufunsa,63221299.8906479,1580532.4972662,1130524.9081777
469,78096367.269043,469,55379178.1018853,469,25664617.8487854,469,18273557.8954163,469,20766315.328125,West Petauke,52431749.4202576,1310793.73550644,927640.505161726
470,13322932.7283936,470,21698410.8875215,470,0,470,0,470,3410028.81738281,Tsavo East,13322932.7283936,333073.318209839,542460.272188038
471,0,471,0,471,0,471,0,471,0,Arawale,0,0,0
472,391016.487792969,472,179848.738342524,472,0,472,0,472,301110.450683594,Tana River Primate,391016.487792969,9775.41219482422,4496.21845856309
473,526109.27355957,473,235950.000280142,473,0,473,0,473,545420.862304688,Tana River Primate,526109.27355957,13152.7318389893,5898.75000700355
474,10199136.8044434,474,6372503.35586071,474,0,474,0,474,4114278.015625,Dodori,10199136.8044434,254978.420111084,159312.583896518
475,1648929.5401001,475,784593.256354332,475,0,475,0,475,1566344.50488281,Lower Tana Delta Conservation Trust,1648929.5401001,41223.2385025024,19614.8314088583
476,2771340.65612793,476,2029562.65745759,476,0,476,0,476,1177681.52148438,Awer Community Conservancy,2771340.65612793,69283.5164031982,50739.0664364398
477,5533983.95898438,477,2247360.46264172,477,0,477,0,477,4275419.24951172,Hanshak-Nyongoro Community Conservancy,5533983.95898438,138349.598974609,56184.0115660429
478,2678870.72320557,478,1418854.34204936,478,0,478,0,478,1860268.1875,Ishaqbini Hirola Community Conservancy,2678870.72320557,66971.7680801392,35471.358551234
479,1032358.22848511,479,1173594.47749257,479,0,479,0,479,632760.315429688,Kiunga Marine Conservancy,1032358.22848511,25808.9557121277,29339.8619373143
480,65097.1904296875,480,116716.99192524,480,8096.76290893555,480,15424.0323791504,480,19937.9482421875,Waza,57000.427520752,1425.0106880188,2532.32398865223
481,11240256.5378418,481,22205975.9382129,481,626792.964715242,481,1238637.70846963,481,7005364.10473633,Zakouma,10613463.5731266,265336.589328164,524183.455743581
482,1198977.20310974,482,1798730.05286455,482,1974995.97554588,482,2921499.33627701,482,3981345.49414062,Pendjari,-776018.772436142,-19400.4693109036,-28069.2320853114
483,228009.808349609,483,406436.561107635,483,8490.32525157928,483,17129.1773414612,483,210589.675292969,Singou,219519.48309803,5487.98707745075,9732.68459415436
484,6006635.65301514,484,8730666.82964563,484,1733775.85303497,484,2645089.61731339,484,6448655.91894531,Boucle de la Pendjari,4272859.79998016,106821.494999504,152139.430308306
485,3211228.90020752,485,5591380.66099286,485,694390.797015667,485,1215323.81229544,485,3456521.72875977,Djona,2516838.10319185,62920.9525797963,109401.421217436
486,267642.454833984,486,480028.732341528,486,54527.754032135,486,92348.703540802,486,361373.461914062,Arly,213114.700801849,5327.86752004623,9692.00072001815
487,461452.991943359,487,698822.637462616,487,222944.192276001,487,320155.444335938,487,421842.090820312,Madjoari,238508.799667358,5962.71999168396,9466.67982816696
488,6832839.0213623,488,13052759.6380353,488,344069.036398411,488,680774.921728134,488,4370058.10693359,W du Burkina Faso,6488769.98496389,162219.249624097,309299.617907679
489,421600.630737305,489,655008.87953043,489,251383.121398926,489,395376.753631592,489,426613.432861328,Arly,170217.509338379,4255.43773345947,6490.80314747095
490,1348540.18759155,490,2117028.09516191,490,83948.6614055634,490,132060.022268295,490,1569994.15600586,Kourtiagou,1264591.52618599,31614.7881546497,49624.2018223405
491,23103.4183349609,491,5848.18869829178,491,3250.73769378662,491,846.669193267822,491,24707.0776367188,Tamou,19852.6806411743,496.317016029358,125.037987625599
492,17880399.5905151,492,32358824.3474185,492,1662657.8008852,492,2971290.7258625,492,9088183.43945312,W (Benin),16217741.7896299,405443.544740748,734688.340538901
493,132809.900390625,493,254389.56938982,493,28335.1225585938,493,54273.744140625,493,35843.388671875,Okanguati,104474.777832031,2611.86944580078,5002.89563122988
494,0,494,0,494,0,494,0,494,0,Otjitanda,0,0,0
495,0,495,0,495,0,495,0,495,0,Orupembe,0,0,0
496,0,496,0,496,0,496,0,496,0,Uukolonkadhi Ruacana,0,0,0
497,0,497,0,497,0,497,0,497,0,Sanitatas,0,0,0
498,0,498,0,498,0,498,0,498,0,Epupa,0,0,0
499,0,499,0,499,0,499,0,499,0,Marienfluss,0,0,0
500,99110.9169921875,500,191034.488904476,500,14357.5841064453,500,27733.3411865234,500,25377.9638671875,Kunene River,84753.3328857422,2118.83332214355,4082.52869294882
501,388486.330078125,501,700713.731849194,501,61657.7841796875,501,108554.958251953,501,76461.7905273438,Ombazu,326828.545898438,8170.71364746094,14803.969339931
502,363715.268981934,502,540253.392505646,502,52989.6532917023,502,86152.0646257401,502,327139.299804688,Pama,310725.615690231,7768.14039225578,11352.5331969976
503,19360004.3983154,503,10715535.8049393,503,0,503,0,503,10286549.2871094,Handeni GCA,19360004.3983154,484000.109957886,267888.395123482
504,10935048.3859863,504,14204963.8305545,504,0,504,0,504,5693632.82666016,Saadani National Park,10935048.3859863,273376.209649658,355124.095763862
505,105940273.159729,505,104692610.746223,505,57001172.7879486,505,56469101.6044159,505,45056892.9516602,Niokolo-Koba,48939100.3717804,1223477.50929451,1205587.72854517
506,23701262.2297668,506,35249946.304065,506,23426047.3103943,506,35819720.194191,506,22465459.7792969,Loliondo GCA,275214.919372559,6880.37298431396,-14244.3472531497
507,665552.043334961,507,858802.382993698,507,183846.086669922,507,262233.41283226,507,3021296.95605469,Ikona WMA,481705.956665039,12042.648916626,14914.2242540359
508,827546.58605957,508,834854.322946072,508,835910.078056335,508,884403.499814987,508,3804478.79541016,Grumeti G.R.,-8363.49199676514,-209.087299919128,-1238.72942172289
509,2400082.53900146,509,3528271.81232572,509,387068.400245667,509,640340.818695068,509,4686231.22509766,Ikorongo G.R.,2013014.1387558,50325.353468895,72198.2748407662
510,4127324.70855713,510,4278079.40014601,510,901394.701648712,510,980994.023963928,510,2141333.99023438,Mukogodo,3225930.00690842,80648.2501727104,82427.134404552
511,3669345.38290405,511,2767190.64760804,511,1797408.63774109,511,1888347.24381447,511,10448471.9277344,Masai Mara,1871936.74516296,46798.4186290741,21971.0850948393
512,266963.731933594,512,71443.4258639812,512,0,512,0,512,76263.5444335938,Kora,266963.731933594,6674.09329833984,1786.08564659953
513,293056.020935059,513,120277.876245975,513,22883.4308776855,513,9399.4934387207,513,182768.946289062,Nairobi,270172.590057373,6754.31475143433,2771.95957018137
514,44071179.8449249,514,66176639.9621487,514,23398500.7908421,514,36441786.0548406,514,64698195.5761719,Serengeti National Park,20672679.0540829,516816.976352072,743371.347682703
515,123342.824707031,515,226917.062902451,515,19729.6660766602,515,36292.6925048828,515,83229.9858398438,Leparua Community Conservancy,103613.158630371,2590.32896575928,4765.60925993919
516,0,516,0,516,0,516,0,516,0,Biliqo-Bulesa Community Conservancy,0,0,0
517,293871.470458984,517,413689.097839594,517,60406.3595581055,517,83579.8134765625,517,263548.75,Il Ngwesi Community Trust,233465.110900879,5836.62777252197,8252.73210907579
518,65311.95703125,518,79512.0440125465,518,15649.1518554688,518,19330.6606445312,518,30933.623046875,Nakuprat-Gotu Community Conservancy,49662.8051757812,1241.57012939453,1504.53458420038
519,312815.278808594,519,561747.451448441,519,86422.4528808594,519,154530.170776367,519,175708.731933594,Nasuulu Community Wildlife Conservancy,226392.825927734,5659.82064819336,10180.4320168018
520,261292.797119141,520,364613.855725527,520,80426.0458984375,520,101833.701965332,520,154959.270507812,Shompole,180866.751220703,4521.66878051758,6569.50384400487
521,87040.3557128906,521,161136.119377613,521,27048.9317626953,521,49974.0372314453,521,96806.3100585938,Elangata Wuas,59991.4239501953,1499.78559875488,2779.05205365419
522,46586.1981201172,522,89829.9836218357,522,1571.90170288086,522,2690.07417297363,522,77179.435546875,Lewa Wildlife Conservancy,45014.2964172363,1125.35741043091,2178.49773622155
523,123658.633972168,523,51527.7497768402,523,133442.315185547,523,56839.95753479,523,334941.088867188,Ol Chorro Oiroua,-9783.68121337891,-244.592030334473,-132.805193948746
524,61673.3682098389,524,77927.2198617458,524,197211.081665039,524,267032.538314819,524,358153.333496094,Naboisho,-135537.7134552,-3388.44283638,-4727.63296132684
525,0,525,0,525,0,525,0,525,0,Nyambene,0,0,0
526,0,526,0,526,0,526,0,526,0,Shaba,0,0,0
527,0,527,0,527,0,527,0,527,0,Buffalo Springs,0,0,0
528,1798146.70996094,528,889412.376844883,528,392421.002441406,528,219696.139770508,528,512507.131835938,Karuma,1405725.70751953,35143.1426879883,16742.9059268594
529,335674.188720703,529,140241.703343391,529,27957.0292692184,529,11738.9492783546,529,357657.240234375,Semliki,307717.159451485,7692.92898628712,3212.56885162592
530,196341.437988281,530,227061.504620314,530,184736.391357422,530,236755.096679688,530,127519.076171875,Kidepo,11605.0466308594,290.126165771484,-242.339801484346
531,455166.888671875,531,241804.431325197,531,281972.797851562,531,155307.41796875,531,68711.8530273438,Chizera,173194.090820312,4329.85227050781,2162.42533391118
532,252659.369628906,532,189585.913878679,532,19356.5678100586,532,14141.1782989502,532,82775.7514648438,Munyeta,233302.801818848,5832.57004547119,4386.11838949323
533,2099333.83886719,533,1236951.89496279,533,1347986.40161133,533,812112.123046875,533,412249.169921875,Forest Reserve Name Unknown (ZMB) No.76,751347.437255859,18783.6859313965,10620.9942978978
534,0,534,0,534,0,534,0,534,0,Otjiu-West,0,0,0
535,0,535,0,535,0,535,0,535,0,Iipumbu ya Tshilongo,0,0,0
536,0,536,0,536,0,536,0,536,0,Khoadi-Hôas,0,0,0
537,0,537,0,537,0,537,0,537,0,Huab,0,0,0
538,0,538,0,538,0,538,0,538,0,Uukwaluudhi,0,0,0
539,0,539,0,539,0,539,0,539,0,Sorris Sorris,0,0,0
540,0,540,0,540,0,540,0,540,0,Ombuiyokanguindi,0,0,0
541,0,541,0,541,0,541,0,541,0,Okatjandja Kozomenje,0,0,0
542,0,542,0,542,0,542,0,542,0,Losai,0,0,0
543,2096386.21289062,543,807447.788578272,543,601752.437591553,543,233570.470581055,543,753399.383300781,Marsabit,1494633.77529907,37365.8443824768,14346.9329499304
544,389621340.434998,544,378872651.257437,544,0,544,0,544,125548710.648438,Niassa,389621340.434998,9740533.51087494,9471816.28143594
545,13716183.0180664,545,22409687.4486268,545,931816.863315582,545,1472413.29229259,545,3579033.8581543,Chisunga Wildlife Management Area,12784366.1547508,319609.153868771,523431.853908354
546,53819883.5859375,546,37013397.6494908,546,35002281.9480286,546,23177116.7247314,546,12624878.5097656,Forest Reserve Name Unknown (ZMB) No.79,18817601.6379089,470440.040947723,345907.023118985
547,23208390.2614746,547,15584601.5863061,547,0,547,0,547,7828231.43847656,Boni,23208390.2614746,580209.756536865,389615.039657652
548,1686720.86116028,548,2371923.14391136,548,992663.813552856,548,1454719.06087494,548,5330933.04760742,Atakora,694057.047607422,17351.4261901855,22930.1020759106
549,84373.388671875,549,174549.353122711,549,5970.00331115723,549,12845.4146728516,549,88567.1640625,W du Niger,78403.3853607178,1960.08463401794,4042.59846124649
550,0,550,0,550,0,550,0,550,0,Etanga,0,0,0
551,127761.9140625,551,47325.141698122,551,0,551,0,551,30083.0537109375,North Kitui,127761.9140625,3194.0478515625,1183.12854245305
552,363897.929824829,552,162923.074811697,552,484561.44720459,552,228204.164825439,552,1612923.90332031,Mara North,-120663.517379761,-3016.58793449402,-1632.02725034356
553,52539.8323669434,553,16816.7515099049,553,144308.878753662,553,47264.2753753662,553,374378.192871094,Olare Orok,-91769.0463867188,-2294.22615966797,-761.188096636534
554,26994.7927246094,554,38416.2090361118,554,11959.8086242676,554,18934.8020629883,554,28938.7333984375,Bisanadi,15034.9841003418,375.874602508545,487.035174328089
555,5934181.57263184,555,6680166.31786227,555,409697.262672424,555,532277.49814415,555,1560067.09423828,Meru,5524484.30995941,138112.107748985,153697.220492953
556,0,556,0,556,0,556,0,556,0,Rahole,0,0,0
557,323490.140625,557,610961.587071419,557,70990.6444396973,557,141912.968780518,557,114088.563964844,Chiriwo Wildlife Management Area,252499.496185303,6312.48740463257,11726.2154572725
558,64461.91015625,558,58009.1161906719,558,9768.20223999023,558,8664.47828674316,558,52682.6640625,Gwayi,54693.7079162598,1367.34269790649,1233.61594759822
559,0,559,0,559,0,559,0,559,0,KW/2,0,0,0
560,4522524.09326172,560,2207103.29549313,560,2934854.78344727,560,1387037.28564453,560,625884.234863281,Kasanga,1587669.30981445,39691.7327453613,20501.6502462149
561,969522.780761719,561,566058.998465538,561,655564.278076172,561,390043.991638184,561,228691.528320312,Chisomo,313958.502685547,7848.96256713867,4400.37517068386
562,844396.644165039,562,1400698.88294339,562,0,562,0,562,651133.776855469,Saadani Game Reserve  -  17,844396.644165039,21109.916104126,35017.4720735848
563,741477.701904297,563,1060004.7026515,563,64139.7905578613,563,95118.2886199951,563,598704.422851562,Ndare,677337.911346436,16933.4477836609,24122.1603507876
564,0,564,0,564,0,564,0,564,0,South Kitui,0,0,0
565,69958.1743164062,565,108283.931988478,565,19713.5052490234,565,25477.8408203125,565,36609.3994140625,Lekurruki Conservancy Trust,50244.6690673828,1256.11672668457,2070.15227920413
566,0,566,0,566,0,566,0,566,0,Makurian (Oreteti),0,0,0
567,44748.9862976074,567,13910.5239391327,567,39159.6415405273,567,12013.5567932129,567,251528.488769531,Lemek,5589.34475708008,139.733618927002,47.424178647995
568,7221.32159423828,568,2223.64320158958,568,27324.4083251953,568,8408.34017944336,568,47486.9477539062,Motorogi,-20103.086730957,-502.577168273926,-154.617424446344
569,505371.058044434,569,862246.39929533,569,96651.6421966553,569,170936.212303162,569,631934.0390625,Ol Pejeta Conservancy,408719.415847778,10217.9853961945,17282.7546748042
570,0,570,0,570,0,570,0,570,0,NG/5 Wildlife Management Area,0,0,0
571,0,571,0,571,0,571,0,571,0,NG/4 Wildlife Management Area,0,0,0
572,1510537.48144531,572,1032497.2565949,572,1518438.78369141,572,1029881.48120117,572,664507.627929688,Lopeichubei,-7901.30224609375,-197.532556152344,65.394384843111
573,1030674.05566406,573,1650098.28456044,573,827536.555175781,573,1315727.76171875,573,541354.564453125,Nyangea - Napore,203137.500488281,5078.43751220703,8359.2630710423
